# Localization Prediction using LocTree3
# Domain: bact
#
# NOTATION Protein Id: Fasta sequences Id truncated by whitespace
# NOTATION Score: Reliability score on a 0-100 scale (0=unreliable & 100=most reliable)
# NOTATION Localization: Predicted sub-cellular localization class
# NOTATION Gene Ontology Terms: Gene Ontology (GO) term/s of the corresponding localization. GO terms predicted by PSI-BLAST are supported by evidence codes (see http://www.geneontology.org/GO.evidence.shtml)
#
# PSI-BLAST annotation based on Swiss-Prot release 2013_11.
# Protein Id	Score	Localization	Gene Ontology Terms
tr|Q5ZU50|Q5ZU50_LEGPH	9	secreted	host cell cytoplasm GO:0030430(IEA);
tr|Q5ZUK9|Q5ZUK9_LEGPH	10	cytoplasm	signal recognition particle, endoplasmic reticulum targeting GO:0005786(IEA);
tr|Q5ZRC5|Q5ZRC5_LEGPH	18	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZXH0|Q5ZXH0_LEGPH	11	cytoplasm	cytosol GO:0005829(IDA); plasma membrane GO:0005886(IDA);
tr|Q5ZT67|Q5ZT67_LEGPH	5	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZU39|Q5ZU39_LEGPH	8	cytoplasm	chromosome GO:0005694(IEA); cytoplasm GO:0005737(IEA);
tr|Q5ZRW2|Q5ZRW2_LEGPH	50	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|Q5ZXP2|Q5ZXP2_LEGPH	14	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZUD9|CLPP_LEGPH	68	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|Q5ZSU8|Q5ZSU8_LEGPH	15	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|Q5ZVM7|Q5ZVM7_LEGPH	34	cytoplasm	glycerol-3-phosphate dehydrogenase complex GO:0009331(IEA);
tr|Q5ZXC7|Q5ZXC7_LEGPH	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZW23|Q5ZW23_LEGPH	7	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZYL5|Q5ZYL5_LEGPH	26	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZTZ9|Q5ZTZ9_LEGPH	42	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZVY1|SYC_LEGPH	46	cytoplasm	cytosol GO:0005829(IBA);
tr|Q5ZS73|Q5ZS73_LEGPH	17	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZVG2|SYDND_LEGPH	45	cytoplasm	cytosol GO:0005829(IDA);
tr|Q5ZTB2|Q5ZTB2_LEGPH	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZY30|Q5ZY30_LEGPH	54	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZS43|Q5ZS43_LEGPH	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUA9|Q5ZUA9_LEGPH	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZY22|Q5ZY22_LEGPH	44	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZZA8|Q5ZZA8_LEGPH	25	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZV04|Q5ZV04_LEGPH	12	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZYY3|Q5ZYY3_LEGPH	6	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZYA4|Q5ZYA4_LEGPH	15	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZYW7|Q5ZYW7_LEGPH	23	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZXU1|HSLV_LEGPH	76	cytoplasm	cytosol GO:0005829(IDA); HslUV protease complex GO:0009376(IEA); proteasome core complex GO:0005839(IEA);
tr|Q5ZV95|Q5ZV95_LEGPH	14	inner membrane	Gram-negative-bacterium-type cell wall GO:0009276(IDA); integral to plasma membrane GO:0005887(IDA);
tr|Q5ZT39|Q5ZT39_LEGPH	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUJ1|Q5ZUJ1_LEGPH	12	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZRZ5|Q5ZRZ5_LEGPH	39	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZYF1|Q5ZYF1_LEGPH	21	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZTC9|Q5ZTC9_LEGPH	20	cytoplasm	cytoplasm GO:0005737(IDA);
tr|Q5ZRA6|Q5ZRA6_LEGPH	22	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZVZ6|Q5ZVZ6_LEGPH	23	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZTN9|Q5ZTN9_LEGPH	29	cytoplasm	cytoplasm GO:0005737(IEA); preribosome GO:0030684(IDA);
tr|Q5ZTB0|Q5ZTB0_LEGPH	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUR0|Q5ZUR0_LEGPH	14	inner membrane	chloride channel complex GO:0034707(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZVJ9|Q5ZVJ9_LEGPH	31	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVE3|Q5ZVE3_LEGPH	6	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZWJ8|Q5ZWJ8_LEGPH	22	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZSX6|Q5ZSX6_LEGPH	17	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZSQ9|Q5ZSQ9_LEGPH	9	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZZ54|Q5ZZ54_LEGPH	34	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUI2|Q5ZUI2_LEGPH	13	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZTZ6|RNPH_LEGPH	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZSY3|Q5ZSY3_LEGPH	6	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZTR1|Q5ZTR1_LEGPH	11	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZWB1|Q5ZWB1_LEGPH	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZSW9|Q5ZSW9_LEGPH	27	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZTN0|Q5ZTN0_LEGPH	20	secreted	host cell cytoplasm GO:0030430(IDA);
sp|Q5ZT34|BIOC_LEGPH	19	cytoplasm	cytosol GO:0005829(IDA);
tr|Q5ZVF2|Q5ZVF2_LEGPH	20	inner membrane	cytosol GO:0005829(IDA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZT11|Q5ZT11_LEGPH	21	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZWE4|POTA_LEGPH	19	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZZ23|Q5ZZ23_LEGPH	8	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZUM5|LFTR_LEGPH	36	cytoplasm	cytoplasm GO:0005737(IDA);
tr|Q5ZZK0|Q5ZZK0_LEGPH	46	cytoplasm	cytoplasm GO:0005737(IDA);
tr|Q5ZXS6|Q5ZXS6_LEGPH	19	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZUY9|Q5ZUY9_LEGPH	22	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZVC3|Q5ZVC3_LEGPH	16	inner membrane	Gram-negative-bacterium-type cell wall GO:0009276(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZSG4|Q5ZSG4_LEGPH	36	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZWS7|Q5ZWS7_LEGPH	7	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZWJ6|Q5ZWJ6_LEGPH	21	cytoplasm	cytosol GO:0005829(IDA);
sp|Q5ZRV8|PNP_LEGPH	49	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|Q5ZRL8|Q5ZRL8_LEGPH	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZZ49|Q5ZZ49_LEGPH	29	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZUB7|Q5ZUB7_LEGPH	22	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA);
tr|Q5ZVS8|Q5ZVS8_LEGPH	55	fimbrium	pilus GO:0009289(IEA);
sp|Q5ZXI1|HIS51_LEGPH	20	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUZ6|Q5ZUZ6_LEGPH	23	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZXI5|Q5ZXI5_LEGPH	12	inner membrane	integral to plasma membrane GO:0005887(IEA);
tr|Q5ZUU3|Q5ZUU3_LEGPH	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRC0|Q5ZRC0_LEGPH	20	outer membrane	cell outer membrane GO:0009279(IEA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|Q5ZTD3|Q5ZTD3_LEGPH	9	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZWX4|Q5ZWX4_LEGPH	14	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZSA8|Q5ZSA8_LEGPH	16	inner membrane	cell division site GO:0032153(IEA); integral to plasma membrane GO:0005887(IDA);
tr|Q5ZV16|Q5ZV16_LEGPH	20	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
sp|Q5ZRL2|LGT_LEGPH	40	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZYY0|Q5ZYY0_LEGPH	13	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZSI6|Q5ZSI6_LEGPH	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZS89|Q5ZS89_LEGPH	10	inner membrane	ATP-binding cassette (ABC) transporter complex GO:0043190(IDA); integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZTS5|Q5ZTS5_LEGPH	18	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZXL6|Q5ZXL6_LEGPH	19	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZZ31|HTPX_LEGPH	16	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
tr|Q5ZZF8|Q5ZZF8_LEGPH	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZSG9|Q5ZSG9_LEGPH	10	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZX81|Q5ZX81_LEGPH	9	inner membrane	Gram-negative-bacterium-type cell wall GO:0009276(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZXT6|Q5ZXT6_LEGPH	38	secreted	extracellular space GO:0005615(IEA);
tr|Q5ZTD0|Q5ZTD0_LEGPH	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZWG0|Q5ZWG0_LEGPH	14	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|Q5ZS14|Q5ZS14_LEGPH	31	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZUH9|MSBA_LEGPH	30	inner membrane	integral to membrane GO:0016021(IBA); plasma membrane GO:0005886(IEA);
tr|Q5ZU69|Q5ZU69_LEGPH	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZYB0|Q5ZYB0_LEGPH	12	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZSA5|MURC_LEGPH	13	secreted	cytoplasm GO:0005737(IDA); extracellular region GO:0005576(IEA);
tr|Q5ZVD3|Q5ZVD3_LEGPH	10	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZRD8|LPXD2_LEGPH	27	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZXP5|Q5ZXP5_LEGPH	20	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZYM3|Q5ZYM3_LEGPH	56	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
tr|Q5ZRT2|Q5ZRT2_LEGPH	60	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZT18|Q5ZT18_LEGPH	24	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZYL6|Q5ZYL6_LEGPH	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZXM4|Q5ZXM4_LEGPH	8	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZWF5|Q5ZWF5_LEGPH	14	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
sp|Q5ZZ93|GCST_LEGPH	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZWI9|Q5ZWI9_LEGPH	5	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZUP4|Q5ZUP4_LEGPH	13	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZXS1|Q5ZXS1_LEGPH	32	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZSA7|DDL_LEGPH	27	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRY8|Q5ZRY8_LEGPH	9	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZWS6|Q5ZWS6_LEGPH	24	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZVW4|Q5ZVW4_LEGPH	8	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZY09|Q5ZY09_LEGPH	17	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZUJ7|RECA_LEGPH	65	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZXD1|PUR8_LEGPH	8	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZSU7|Q5ZSU7_LEGPH	27	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZSH0|Q5ZSH0_LEGPH	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZTW5|Q5ZTW5_LEGPH	22	outer membrane	cell outer membrane GO:0009279(IEA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|Q5ZY55|Q5ZY55_LEGPH	11	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZS20|Q5ZS20_LEGPH	28	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZR81|YIDC_LEGPH	32	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
tr|Q5ZWZ5|Q5ZWZ5_LEGPH	39	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZS05|SYT_LEGPH	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZS90|Q5ZS90_LEGPH	18	inner membrane	ATP-binding cassette (ABC) transporter complex GO:0043190(IDA); integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZUY7|Q5ZUY7_LEGPH	19	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZUZ2|Q5ZUZ2_LEGPH	8	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZT09|PLSY_LEGPH	37	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZVN4|Q5ZVN4_LEGPH	8	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA);
tr|Q3V867|Q3V867_LEGPH	24	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZW12|Q5ZW12_LEGPH	29	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZSW8|Q5ZSW8_LEGPH	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZXZ7|Q5ZXZ7_LEGPH	17	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZSC9|Q5ZSC9_LEGPH	23	cytoplasm	cytoplasm GO:0005737(IEA); nucleoid GO:0009295(IEA);
tr|Q5ZY72|Q5ZY72_LEGPH	16	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZRE7|Q5ZRE7_LEGPH	32	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|Q5ZSL7|Q5ZSL7_LEGPH	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZXM1|Q5ZXM1_LEGPH	22	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZTU7|Q5ZTU7_LEGPH	22	cytoplasm	chromosome GO:0005694(IEA); cytoplasm GO:0005737(IEA);
tr|Q5ZVV5|Q5ZVV5_LEGPH	9	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZWZ1|Q5ZWZ1_LEGPH	19	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZR91|Q5ZR91_LEGPH	6	periplasm	periplasmic space GO:0042597(IDA);
tr|Q5ZUH1|Q5ZUH1_LEGPH	12	cytoplasm	acetate CoA-transferase complex GO:0009329(IDA);
tr|Q5ZVR3|Q5ZVR3_LEGPH	29	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUW5|Q5ZUW5_LEGPH	30	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZV60|Q5ZV60_LEGPH	13	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZVZ5|YCIB_LEGPH	27	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZZA6|Q5ZZA6_LEGPH	14	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZY87|Q5ZY87_LEGPH	31	inner membrane	integral to external side of plasma membrane GO:0071575(IDA);
tr|Q5ZWM6|Q5ZWM6_LEGPH	42	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZSX8|Q5ZSX8_LEGPH	2	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZUP3|Q5ZUP3_LEGPH	69	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|Q5ZV12|Q5ZV12_LEGPH	8	cytoplasm	cytosol GO:0005829(IDA); plasma membrane GO:0005886(IDA);
tr|Q5ZY61|Q5ZY61_LEGPH	36	cytoplasm	cytoplasm GO:0005737(IDA);
tr|Q5ZVJ4|Q5ZVJ4_LEGPH	25	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRG3|Q5ZRG3_LEGPH	12	secreted	extracellular region GO:0005576(IEA);
sp|Q5ZVQ7|RNH_LEGPH	17	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA);
tr|Q5ZRT7|Q5ZRT7_LEGPH	32	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
sp|Q5ZVQ1|MNMA_LEGPH	48	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZW86|Q5ZW86_LEGPH	43	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZY08|Q5ZY08_LEGPH	20	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZRM6|Q5ZRM6_LEGPH	8	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZTL6|Q5ZTL6_LEGPH	36	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZU93|Q5ZU93_LEGPH	28	fimbrium	pilus GO:0009289(IEA);
tr|Q5ZXN1|Q5ZXN1_LEGPH	13	cytoplasm	cytoplasm GO:0005737(IDA);
#
# LocTree2 annotation - de novo prediction.
#Protein Id	Score	Localization	Gene Ontology Terms
tr|Q5ZWE8|Q5ZWE8_LEGPH	85	secreted	extracellular region GO:0005576;
tr|Q5ZY73|Q5ZY73_LEGPH	30	secreted	extracellular region GO:0005576;
tr|Q5ZXW8|Q5ZXW8_LEGPH	61	secreted	extracellular region GO:0005576;
tr|Q5ZYB3|Q5ZYB3_LEGPH	96	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWK5|Q5ZWK5_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT79|Q5ZT79_LEGPH	40	secreted	extracellular region GO:0005576;
tr|Q5ZTA4|Q5ZTA4_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZRL9|Q5ZRL9_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYC6|Q5ZYC6_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY98|Q5ZY98_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZU85|Q5ZU85_LEGPH	91	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTT6|Q5ZTT6_LEGPH	81	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY40|Q5ZY40_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZG2|Q5ZZG2_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTV5|Q5ZTV5_LEGPH	70	secreted	extracellular region GO:0005576;
tr|Q5ZU13|Q5ZU13_LEGPH	40	secreted	extracellular region GO:0005576;
tr|Q5ZWR9|Q5ZWR9_LEGPH	40	secreted	extracellular region GO:0005576;
tr|Q5ZSY1|Q5ZSY1_LEGPH	60	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY11|Q5ZY11_LEGPH	37	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYU8|Q5ZYU8_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYK0|Q5ZYK0_LEGPH	48	periplasm	periplasmic space GO:0042597;
tr|Q5ZY28|Q5ZY28_LEGPH	53	secreted	extracellular region GO:0005576;
tr|Q5ZTS0|Q5ZTS0_LEGPH	77	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZXB8|Q5ZXB8_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVE7|Q5ZVE7_LEGPH	65	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTG6|Q5ZTG6_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS27|Q5ZS27_LEGPH	63	secreted	extracellular region GO:0005576;
tr|Q5ZVX0|Q5ZVX0_LEGPH	80	secreted	extracellular region GO:0005576;
tr|Q5ZWQ2|Q5ZWQ2_LEGPH	45	cytoplasm	cytoplasm GO:0005737
sp|Q5ZS57|PANC_LEGPH	92	cytoplasm	cytoplasm GO:0005737
sp|Q5ZRV5|RBFA_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXD7|Q5ZXD7_LEGPH	59	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTN2|Q5ZTN2_LEGPH	38	secreted	extracellular region GO:0005576;
tr|Q5ZUX0|Q5ZUX0_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXB1|Q5ZXB1_LEGPH	41	secreted	extracellular region GO:0005576;
tr|Q5ZVF3|Q5ZVF3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSB9|Q5ZSB9_LEGPH	70	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZXK5|NRDR_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYC8|Q5ZYC8_LEGPH	91	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWY7|Q5ZWY7_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY12|Q5ZY12_LEGPH	47	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYX9|Q5ZYX9_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVI7|Q5ZVI7_LEGPH	81	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS56|Q5ZS56_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWR6|Q5ZWR6_LEGPH	39	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUL1|Q5ZUL1_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTH4|Q5ZTH4_LEGPH	42	secreted	extracellular region GO:0005576;
tr|Q5ZZC6|Q5ZZC6_LEGPH	21	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZZ85|Q5ZZ85_LEGPH	54	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX12|Q5ZX12_LEGPH	42	secreted	extracellular region GO:0005576;
tr|Q3V864|Q3V864_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZU27|Q5ZU27_LEGPH	56	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY96|Q5ZY96_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS94|Q5ZS94_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU18|Q5ZU18_LEGPH	42	secreted	extracellular region GO:0005576;
tr|Q5ZS97|Q5ZS97_LEGPH	74	secreted	extracellular region GO:0005576;
tr|Q5ZZ62|Q5ZZ62_LEGPH	42	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWM0|Q5ZWM0_LEGPH	64	secreted	extracellular region GO:0005576;
tr|Q5ZV34|Q5ZV34_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSC7|Q5ZSC7_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVL4|Q5ZVL4_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRI0|Q5ZRI0_LEGPH	91	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWD3|Q5ZWD3_LEGPH	61	secreted	extracellular region GO:0005576;
tr|Q5ZWQ9|Q5ZWQ9_LEGPH	26	periplasm	periplasmic space GO:0042597;
tr|Q5ZS30|Q5ZS30_LEGPH	68	secreted	extracellular region GO:0005576;
tr|Q5ZTH5|Q5ZTH5_LEGPH	75	secreted	extracellular region GO:0005576;
tr|Q5ZTY5|Q5ZTY5_LEGPH	64	cytoplasm	cytoplasm GO:0005737
tr|Q3V872|Q3V872_LEGPH	99	cytoplasm	cytoplasm GO:0005737
